index,Date,Route_number,Direction,Board_number,Transport_number,Stop_number,Ident_station,Name_stop,Time_stop,In_people,Out_people,People_inside,Type_Transport
18270,2024-06-22,43,Прямое,3125,43_8,16.0,15866.0,Пр. Ударников,2024-06-22 21:27:09,0,3,42,Троллейбус
18271,2024-06-22,43,Прямое,3125,43_8,17.0,15869.0,Ириновский пр.,2024-06-22 21:28:37,0,1,39,Троллейбус
18272,2024-06-22,43,Прямое,3125,43_8,18.0,15874.0,"Река ""Охта""",2024-06-22 21:29:40,2,0,38,Троллейбус
18273,2024-06-22,43,Прямое,3125,43_8,21.0,15898.0,Пр. Энергетиков,2024-06-22 21:34:52,0,1,40,Троллейбус
18274,2024-06-22,43,Прямое,3125,43_8,22.0,15902.0,Ул. Маршала Тухачевского,2024-06-22 21:36:29,0,5,39,Троллейбус
18275,2024-06-22,43,Прямое,3125,43_8,24.0,16848.0,"Пр. Металлистов, угол Апрельской ул.",2024-06-22 21:39:58,2,3,34,Троллейбус
18276,2024-06-22,43,Прямое,3125,43_8,25.0,40363.0,"Пискарёвский пр., угол пр. Металлистов",2024-06-22 21:44:08,1,7,33,Троллейбус
18277,2024-06-22,43,Прямое,3125,43_8,26.0,33654.0,Полюстровский пр.,2024-06-22 21:45:28,2,0,27,Троллейбус
18278,2024-06-22,43,Прямое,3125,43_8,27.0,33655.0,Феодосийская ул.,2024-06-22 21:46:59,2,0,29,Троллейбус
18279,2024-06-22,43,Прямое,3125,43_8,28.0,40361.0,"Полюстровский пр, угол ул. Замшина",2024-06-22 21:48:15,0,3,31,Троллейбус
18280,2024-06-22,43,Прямое,3125,43_8,29.0,14961.0,Ул. Жукова,2024-06-22 21:50:38,0,3,28,Троллейбус
18281,2024-06-22,43,Прямое,3125,43_8,31.0,16920.0,Ул. Ватутина,2024-06-22 21:53:13,2,0,25,Троллейбус
18282,2024-06-22,43,Прямое,3125,43_8,32.0,16806.0,Минеральная ул. / Арсенальная ул.,2024-06-22 21:55:25,1,0,27,Троллейбус
18283,2024-06-22,43,Прямое,3125,43_8,37.0,25628.0,"Ст. метро ""Площадь Ленина""",2024-06-22 22:01:15,17,8,21,Троллейбус
18284,2024-06-22,43,Прямое,3125,,,14946.0,Ул. Михайлова,2024-06-22 22:07:01,1,0,37,Троллейбус
18285,2024-06-22,43,Обратное,3125,43_9,,14954.0,Арсенальная ул.,2024-06-22 22:08:29,0,2,38,Троллейбус
18286,2024-06-22,43,Обратное,3125,43_9,26.0,16931.0,"Кондратьевский пр., по требованию",2024-06-22 22:15:07,0,1,36,Троллейбус
18287,2024-06-22,43,Обратное,3125,43_9,27.0,16780.0,Ул. Жукова,2024-06-22 22:17:23,6,4,35,Троллейбус
18288,2024-06-22,43,Обратное,3125,43_9,12.0,33658.0,Замшина ул.,2024-06-22 22:20:07,3,1,37,Троллейбус
18289,2024-06-22,43,Обратное,3125,43_9,14.0,40362.0,"Пискарёвский пр., угол Полюстровского пр.",2024-06-22 22:23:49,0,2,39,Троллейбус
18290,2024-06-22,43,Обратное,3125,43_9,15.0,16866.0,"Пр. Металлистов, угол Пискарёвского пр.",2024-06-22 22:26:12,4,3,37,Троллейбус
18291,2024-06-22,43,Обратное,3125,43_9,16.0,16867.0,"Пр. Металлистов, угол Апрельской ул.",2024-06-22 22:28:52,2,1,38,Троллейбус
18292,2024-06-22,43,Обратное,3125,43_9,17.0,16900.0,"Шоссе Революции, угол пр. Металлистов",2024-06-22 22:30:58,2,0,39,Троллейбус
18293,2024-06-22,43,Обратное,3125,43_9,18.0,15932.0,"Шоссе Революции, угол ул. Маршала Тухачевского",2024-06-22 22:32:35,1,6,40,Троллейбус
18294,2024-06-22,43,Обратное,3125,43_9,19.0,15934.0,Пр. Энергетиков,2024-06-22 22:35:07,4,0,36,Троллейбус
18295,2024-06-22,43,Обратное,3125,43_9,21.0,15936.0,Индустриальный пр.,2024-06-22 22:38:14,0,2,40,Троллейбус
18296,2024-06-22,43,Обратное,3125,43_9,23.0,15944.0,Ириновский пр.,2024-06-22 22:40:07,1,0,38,Троллейбус
18297,2024-06-22,43,Обратное,3125,43_9,24.0,15945.0,Пр. Ударников,2024-06-22 22:42:24,0,3,39,Троллейбус
18298,2024-06-22,43,Обратное,3125,43_9,25.0,15946.0,Пр. Энтузиастов,2024-06-22 22:44:18,1,3,36,Троллейбус
18299,2024-06-22,43,Обратное,3125,43_9,26.0,15947.0,Пр. Косыгина,2024-06-22 22:46:54,2,0,34,Троллейбус
18300,2024-06-22,43,Обратное,3125,43_9,27.0,15948.0,Ленская ул.,2024-06-22 22:48:28,2,3,36,Троллейбус
18301,2024-06-22,43,Обратное,3125,43_9,28.0,34738.0,Ул. Передовиков,2024-06-22 22:49:09,1,0,35,Троллейбус
18302,2024-06-22,43,Обратное,3125,43_9,29.0,30660.0,"Российский пр., 14",2024-06-22 22:51:43,1,0,36,Троллейбус
18303,2024-06-22,43,Обратное,3125,43_9,31.0,15434.0,"Ст. метро ""Проспект Большевиков""",2024-06-22 22:55:53,1,3,37,Троллейбус
18304,2024-06-22,43,Обратное,3125,43_9,32.0,15392.0,"Универсам ""Невский""",2024-06-22 22:56:55,1,3,35,Троллейбус
18305,2024-06-22,43,Обратное,3125,43_9,33.0,17006.0,Ул. Подвойского,2024-06-22 22:58:13,0,2,33,Троллейбус
18306,2024-06-22,43,Обратное,3125,43_9,35.0,24359.0,"Ст. метро ""Улица Дыбенко""",2024-06-22 23:02:07,0,12,31,Троллейбус
18307,2024-06-22,43,Обратное,3125,43_9,36.0,24353.0,"Конечная станция ""Река Оккервиль"" (посадки/высадки нет)",2024-06-22 23:05:11,1,2,17,Троллейбус
18308,2024-06-22,43,Прямое,3125,43_10,,15409.0,"Ст. метро ""Улица Дыбенко""",2024-06-22 23:14:07,7,1,18,Троллейбус
18309,2024-06-22,43,Прямое,3125,43_10,4.0,15412.0,Ул. Антонова-Овсеенко,2024-06-22 23:15:53,1,2,24,Троллейбус
18310,2024-06-22,43,Прямое,3125,43_10,5.0,15369.0,"Пр. Большевиков, 8",2024-06-22 23:17:51,0,5,23,Троллейбус
18311,2024-06-22,43,Прямое,3125,,,15405.0,Зольная ул.,2024-06-22 23:29:11,1,1,18,Троллейбус
18312,2024-06-24,15,Прямое,3125,,,15498.0,"Ст. метро ""Площадь Восстания""",2024-06-24 05:34:57,1,0,0,Троллейбус
18313,2024-06-24,15,Прямое,3125,,,36170.0,"Ст. метро ""Сенная площадь""",2024-06-24 05:45:21,2,0,1,Троллейбус
18314,2024-06-24,15,Прямое,3125,,,36151.0,Пер. Бойцова,2024-06-24 05:47:31,0,1,3,Троллейбус
18315,2024-06-24,15,Прямое,3125,,,36154.0,Вознесенский пр.,2024-06-24 05:48:31,0,1,2,Троллейбус
18316,2024-06-24,15,Прямое,3125,,,36156.0,Никольская пл.,2024-06-24 05:51:27,1,0,1,Троллейбус
18317,2024-06-24,15,Прямое,3125,,,36157.0,Пл. Труда. Центральный военно-морской музей,2024-06-24 05:53:27,1,1,2,Троллейбус
18318,2024-06-24,15,Прямое,3125,,,36167.0,"Гаванская ул., угол Среднего пр. В.О.",2024-06-24 06:05:45,1,0,2,Троллейбус
18319,2024-06-24,15,Прямое,3125,,,14972.0,"Малый пр. В.О., угол Гаванской ул.",2024-06-24 06:08:24,1,0,3,Троллейбус
18320,2024-06-24,9,Обратное,3125,9_1,,15055.0,"Наличная ул., угол Малого пр. В.О.",2024-06-24 06:10:11,1,0,4,Троллейбус
18321,2024-06-24,10,Обратное,3125,10_2,,16793.0,"Наличная ул., угол ул. Нахимова",2024-06-24 06:11:31,0,2,5,Троллейбус
18322,2024-06-24,10,Обратное,3125,10_2,26.0,15059.0,"Ст. метро ""Приморская""",2024-06-24 06:13:49,0,2,3,Троллейбус
18323,2024-06-24,10,Обратное,3125,10_2,29.0,27084.0,Морская наб.,2024-06-24 06:17:41,0,1,1,Троллейбус
18324,2024-06-24,15,Прямое,3125,,,15671.0,"Универсам ""Гаванский""",2024-06-24 06:30:27,1,0,0,Троллейбус
18325,2024-06-24,10,Прямое,3125,10_3,,14908.0,Новосмоленская наб.,2024-06-24 06:32:03,1,0,1,Троллейбус
18326,2024-06-24,15,Прямое,3125,,,36169.0,Шкиперский проток,2024-06-24 06:37:10,0,1,2,Троллейбус
18327,2024-06-24,15,Прямое,3125,,,36168.0,Шкиперский проток,2024-06-24 06:37:50,1,0,1,Троллейбус
18328,2024-06-24,15,Прямое,3125,,,36166.0,Средний пр. В.О.,2024-06-24 06:39:40,2,0,2,Троллейбус
18329,2024-06-24,15,Прямое,3125,,,28354.0,22-23-я линии В.О.,2024-06-24 06:43:00,1,0,4,Троллейбус
18330,2024-06-24,15,Прямое,3125,,,28356.0,12-13-я линии В.О.,2024-06-24 06:45:29,1,0,5,Троллейбус
18331,2024-06-24,15,Прямое,3125,,,36163.0,"8-9-я линии В.О. Ст. метро ""Василеостровская""",2024-06-24 06:47:18,11,0,6,Троллейбус
18332,2024-06-24,15,Прямое,3125,,,36161.0,"8-9-я линии В.О., угол Большого пр. В.О.",2024-06-24 06:48:47,4,3,17,Троллейбус
18333,2024-06-24,15,Прямое,3125,,,36158.0,Пл. Труда. Центральный военно-морской музей,2024-06-24 06:51:33,0,8,18,Троллейбус
18334,2024-06-24,15,Прямое,3125,,,36159.0,Театральная пл.,2024-06-24 06:53:58,0,4,10,Троллейбус
18335,2024-06-24,15,Прямое,3125,,,36150.0,Сенная пл.,2024-06-24 06:59:12,4,0,6,Троллейбус
18336,2024-06-24,15,Прямое,3125,,,36170.0,"Ст. метро ""Сенная площадь""",2024-06-24 07:00:16,0,1,10,Троллейбус
18337,2024-06-24,15,Прямое,3125,,,15152.0,Загородный пр.,2024-06-24 07:04:32,0,1,9,Троллейбус
18338,2024-06-24,15,Прямое,3125,,,15673.0,"Ст. метро ""Звенигородская""",2024-06-24 07:07:28,1,2,8,Троллейбус
18339,2024-06-24,3,Обратное,3125,3_4,,14902.0,Пять углов,2024-06-24 07:08:35,0,1,7,Троллейбус
18340,2024-06-24,3,Обратное,3125,3_4,11.0,14907.0,Владимирская пл.,2024-06-24 07:10:13,2,2,6,Троллейбус
18341,2024-06-24,3,Обратное,3125,3_4,12.0,14909.0,"Литейный пр., угол Невского пр.",2024-06-24 07:12:54,3,0,6,Троллейбус
18342,2024-06-24,3,Обратное,3125,3_4,15.0,14920.0,Ул. Пестеля,2024-06-24 07:16:00,0,4,9,Троллейбус
18343,2024-06-24,3,Обратное,3125,3_4,25.0,15060.0,Музей Суворова,2024-06-24 07:23:52,0,1,5,Троллейбус
18344,2024-06-24,33,Обратное,3125,33_5,,16825.0,Суворовский пр.,2024-06-24 07:25:25,0,1,4,Троллейбус
18345,2024-06-24,15,Прямое,3125,,,15546.0,Суворовский пр.,2024-06-24 07:28:27,0,3,3,Троллейбус
18346,2024-06-24,15,Прямое,3125,,,15543.0,Смольный,2024-06-24 07:32:21,1,0,0,Троллейбус
18347,2024-06-24,15,Прямое,3125,,,15071.0,Музей Суворова,2024-06-24 07:37:37,1,0,1,Троллейбус
18348,2024-06-24,15,Обратное,3125,15_6,,15074.0,"Центр ""Ленинград""",2024-06-24 07:40:10,2,0,2,Троллейбус
18349,2024-06-24,15,Обратное,3125,15_6,9.0,15598.0,Ул. Пестеля,2024-06-24 07:47:25,5,0,4,Троллейбус
18350,2024-06-24,15,Обратное,3125,15_6,11.0,15603.0,Ул. Жуковского,2024-06-24 07:49:59,0,1,9,Троллейбус
18351,2024-06-24,15,Обратное,3125,15_6,12.0,15606.0,Невский пр.,2024-06-24 07:51:05,0,1,8,Троллейбус
18352,2024-06-24,15,Обратное,3125,15_6,13.0,15610.0,Владимирская пл.,2024-06-24 07:53:05,2,2,7,Троллейбус
18353,2024-06-24,15,Обратное,3125,15_6,15.0,15618.0,"Ст. метро ""Звенигородская""",2024-06-24 07:56:05,3,0,7,Троллейбус
18354,2024-06-24,15,Прямое,3125,,,15207.0,Гороховая ул.,2024-06-24 07:58:02,3,0,10,Троллейбус
18355,2024-06-24,17,Обратное,3125,17_7,,15208.0,Наб. реки Фонтанки,2024-06-24 07:59:33,0,1,13,Троллейбус
18356,2024-06-24,15,Прямое,3125,,,36149.0,Сенная пл.,2024-06-24 08:02:24,15,0,12,Троллейбус
18357,2024-06-24,15,Прямое,3125,,,36151.0,Пер. Бойцова,2024-06-24 08:04:34,0,2,27,Троллейбус
18358,2024-06-24,15,Прямое,3125,,,36154.0,Вознесенский пр.,2024-06-24 08:05:52,4,2,25,Троллейбус
18359,2024-06-24,15,Прямое,3125,,,36156.0,Никольская пл.,2024-06-24 08:09:12,2,4,27,Троллейбус
18360,2024-06-24,15,Прямое,3125,,,38989.0,Театральная пл.,2024-06-24 08:10:20,2,5,25,Троллейбус
18361,2024-06-24,15,Прямое,3125,,,36157.0,Пл. Труда. Центральный военно-морской музей,2024-06-24 08:11:58,0,2,22,Троллейбус
18362,2024-06-24,15,Прямое,3125,,,36160.0,8-9-я линии В.О.,2024-06-24 08:15:20,0,1,20,Троллейбус
18363,2024-06-24,15,Прямое,3125,,,36162.0,"8-9-я линии В.О., угол Большого пр. В.О.",2024-06-24 08:16:51,0,1,19,Троллейбус
18364,2024-06-24,15,Прямое,3125,,,28360.0,"8-9-я линии В.О. Ст. метро ""Василеостровская""",2024-06-24 08:19:16,7,2,18,Троллейбус
18365,2024-06-24,15,Прямое,3125,,,28361.0,14-15-я линии В.О.,2024-06-24 08:20:34,0,2,23,Троллейбус
18366,2024-06-24,15,Прямое,3125,,,36165.0,Музей городского наземного транспорта,2024-06-24 08:22:07,0,4,21,Троллейбус
18367,2024-06-24,15,Прямое,3125,,,27168.0,22-23-я линии В.О.,2024-06-24 08:23:17,2,8,17,Троллейбус
18368,2024-06-24,10,Обратное,3125,10_8,,27170.0,28-29-я линии В.О.,2024-06-24 08:24:57,0,3,11,Троллейбус
18369,2024-06-24,15,Прямое,3125,,,36167.0,"Гаванская ул., угол Среднего пр. В.О.",2024-06-24 08:26:53,2,3,8,Троллейбус
18370,2024-06-24,15,Прямое,3125,,,36169.0,Шкиперский проток,2024-06-24 08:28:20,1,2,7,Троллейбус
18371,2024-06-24,15,Прямое,3125,,,14972.0,"Малый пр. В.О., угол Гаванской ул.",2024-06-24 08:29:35,1,1,6,Троллейбус
18372,2024-06-24,9,Обратное,3125,9_9,,15055.0,"Наличная ул., угол Малого пр. В.О.",2024-06-24 08:31:40,0,1,6,Троллейбус
18373,2024-06-24,10,Обратное,3125,10_10,,16793.0,"Наличная ул., угол ул. Нахимова",2024-06-24 08:32:53,0,3,5,Троллейбус
18374,2024-06-24,10,Обратное,3125,10_10,26.0,15059.0,"Ст. метро ""Приморская""",2024-06-24 08:36:18,2,3,2,Троллейбус
18375,2024-06-24,10,Обратное,3125,10_10,28.0,15070.0,"Наличная ул., угол Уральской ул.",2024-06-24 08:39:58,0,3,1,Троллейбус
18376,2024-06-24,15,Прямое,3125,,,15667.0,Ул. Кораблестроителей,2024-06-24 09:24:47,1,0,0,Троллейбус
18377,2024-06-24,10,Прямое,3125,10_11,,15671.0,"Универсам ""Гаванский""",2024-06-24 09:26:21,2,0,1,Троллейбус
18378,2024-06-24,10,Прямое,3125,10_11,5.0,14903.0,"Ст. метро ""Приморская""",2024-06-24 09:27:47,3,0,3,Троллейбус
18379,2024-06-24,10,Прямое,3125,10_11,6.0,14908.0,Новосмоленская наб.,2024-06-24 09:29:36,2,1,6,Троллейбус
18380,2024-06-24,10,Прямое,3125,10_11,7.0,14906.0,"Наличная ул., угол ул. Нахимова",2024-06-24 09:31:35,3,0,7,Троллейбус
18381,2024-06-24,9,Прямое,3125,9_12,,14910.0,Малый пр. В.О.,2024-06-24 09:34:42,1,0,10,Троллейбус
18382,2024-06-24,15,Прямое,3125,,,36168.0,Шкиперский проток,2024-06-24 09:35:54,1,2,11,Троллейбус
18383,2024-06-24,15,Прямое,3125,,,36166.0,Средний пр. В.О.,2024-06-24 09:38:42,6,0,10,Троллейбус
18384,2024-06-24,15,Прямое,3125,,,36164.0,Музей городского наземного транспорта,2024-06-24 09:44:28,3,3,16,Троллейбус
18385,2024-06-24,15,Прямое,3125,,,28356.0,12-13-я линии В.О.,2024-06-24 09:45:49,2,0,16,Троллейбус
18386,2024-06-24,15,Прямое,3125,,,36163.0,"8-9-я линии В.О. Ст. метро ""Василеостровская""",2024-06-24 09:47:35,6,0,18,Троллейбус
18387,2024-06-24,15,Прямое,3125,,,36161.0,"8-9-я линии В.О., угол Большого пр. В.О.",2024-06-24 09:52:47,6,4,24,Троллейбус
18388,2024-06-24,15,Прямое,3125,,,36158.0,Пл. Труда. Центральный военно-морской музей,2024-06-24 10:00:47,5,4,26,Троллейбус
18389,2024-06-24,15,Прямое,3125,,,36159.0,Театральная пл.,2024-06-24 10:04:04,6,2,27,Троллейбус
18390,2024-06-24,15,Прямое,3125,,,36155.0,Никольская пл.,2024-06-24 10:06:47,6,5,31,Троллейбус
18391,2024-06-24,15,Прямое,3125,,,36153.0,Ново-Никольский мост,2024-06-24 10:08:01,2,1,32,Троллейбус
18392,2024-06-24,15,Прямое,3125,,,36152.0,Вознесенский пр.,2024-06-24 10:11:14,0,2,33,Троллейбус
18393,2024-06-24,15,Прямое,3125,,,36150.0,Сенная пл.,2024-06-24 10:12:40,1,10,31,Троллейбус
18394,2024-06-24,15,Прямое,3125,,,36170.0,"Ст. метро ""Сенная площадь""",2024-06-24 10:14:15,0,9,22,Троллейбус
18395,2024-06-24,15,Прямое,3125,,,15149.0,Садовая ул.,2024-06-24 10:15:19,0,2,13,Троллейбус
18396,2024-06-24,17,Прямое,3125,17_13,,15210.0,Наб. реки Фонтанки,2024-06-24 10:16:04,1,0,11,Троллейбус
18397,2024-06-24,17,Прямое,3125,17_13,6.0,15152.0,Загородный пр.,2024-06-24 10:18:34,0,2,12,Троллейбус
18398,2024-06-24,15,Прямое,3125,,,15673.0,"Ст. метро ""Звенигородская""",2024-06-24 10:21:11,7,4,11,Троллейбус
18399,2024-06-24,3,Обратное,3125,3_14,,14902.0,Пять углов,2024-06-24 10:23:29,5,4,13,Троллейбус
18400,2024-06-24,3,Обратное,3125,3_14,11.0,14907.0,Владимирская пл.,2024-06-24 10:25:18,3,0,14,Троллейбус
18401,2024-06-24,3,Обратное,3125,3_14,12.0,14909.0,"Литейный пр., угол Невского пр.",2024-06-24 10:27:30,3,3,17,Троллейбус
18402,2024-06-24,3,Обратное,3125,3_14,14.0,14916.0,Ул. Некрасова,2024-06-24 10:29:59,1,1,17,Троллейбус
18403,2024-06-24,3,Обратное,3125,3_14,15.0,14920.0,Ул. Пестеля,2024-06-24 10:31:39,3,7,17,Троллейбус
18404,2024-06-24,3,Обратное,3125,3_14,22.0,16813.0,Кирочная ул.,2024-06-24 10:33:28,2,1,13,Троллейбус
18405,2024-06-24,15,Прямое,3125,15_15,,16869.0,"Ст. метро ""Чернышевская""",2024-06-24 10:36:07,2,3,14,Троллейбус
18406,2024-06-24,15,Прямое,3125,15_15,24.0,15056.0,Потёмкинская ул.,2024-06-24 10:37:55,0,2,12,Троллейбус
18407,2024-06-24,15,Прямое,3125,15_15,26.0,16825.0,Суворовский пр.,2024-06-24 10:40:30,0,6,11,Троллейбус
18408,2024-06-24,15,Прямое,3125,15_15,28.0,15541.0,Тульская ул.,2024-06-24 10:43:10,0,3,5,Троллейбус
18409,2024-06-24,15,Прямое,3125,15_15,29.0,15543.0,Смольный,2024-06-24 10:45:26,2,1,2,Троллейбус
18410,2024-06-24,15,Прямое,3125,,,15546.0,Суворовский пр.,2024-06-24 10:47:51,2,2,3,Троллейбус
18411,2024-06-24,33,Прямое,3125,33_16,,15067.0,Кирочная ул.,2024-06-24 10:49:06,1,0,3,Троллейбус
18412,2024-06-24,33,Прямое,3125,33_16,4.0,15071.0,Музей Суворова,2024-06-24 10:50:23,2,0,4,Троллейбус
18413,2024-06-24,33,Прямое,3125,33_16,6.0,15074.0,"Центр ""Ленинград""",2024-06-24 10:52:24,2,0,6,Троллейбус
18414,2024-06-24,33,Прямое,3125,33_16,7.0,15079.0,Пр. Чернышевского,2024-06-24 10:54:47,3,0,8,Троллейбус
18415,2024-06-24,33,Прямое,3125,33_16,8.0,15082.0,Литейный пр.,2024-06-24 10:55:57,2,0,11,Троллейбус
18416,2024-06-24,15,Прямое,3125,,,14920.0,Ул. Пестеля,2024-06-24 11:00:28,7,1,13,Троллейбус
18417,2024-06-24,15,Прямое,3125,,,15601.0,Ул. Некрасова,2024-06-24 11:01:47,4,1,19,Троллейбус
18418,2024-06-24,3,Прямое,3125,3_17,,15603.0,Ул. Жуковского,2024-06-24 11:02:45,1,0,22,Троллейбус
18419,2024-06-24,3,Прямое,3125,3_17,28.0,15606.0,Невский пр.,2024-06-24 11:04:18,1,1,22,Троллейбус
18420,2024-06-24,3,Прямое,3125,3_17,29.0,15610.0,Владимирская пл.,2024-06-24 11:07:00,1,5,23,Троллейбус
18421,2024-06-24,3,Прямое,3125,3_17,30.0,15614.0,Пять углов,2024-06-24 11:08:47,1,0,19,Троллейбус
18422,2024-06-24,3,Прямое,3125,3_17,31.0,15618.0,"Ст. метро ""Звенигородская""",2024-06-24 11:10:14,2,2,20,Троллейбус
18423,2024-06-24,15,Прямое,3125,,,15207.0,Гороховая ул.,2024-06-24 11:12:50,2,2,20,Троллейбус
18424,2024-06-24,15,Прямое,3125,,,36170.0,"Ст. метро ""Сенная площадь""",2024-06-24 11:17:39,6,2,20,Троллейбус
18425,2024-06-24,15,Прямое,3125,,,36149.0,Сенная пл.,2024-06-24 11:20:10,9,2,24,Троллейбус
18426,2024-06-24,15,Прямое,3125,,,36151.0,Пер. Бойцова,2024-06-24 11:21:40,1,0,31,Троллейбус
18427,2024-06-24,15,Прямое,3125,,,36154.0,Вознесенский пр.,2024-06-24 11:22:31,1,6,32,Троллейбус
18428,2024-06-24,15,Прямое,3125,,,36156.0,Никольская пл.,2024-06-24 11:27:17,1,2,27,Троллейбус
18429,2024-06-24,15,Прямое,3125,,,38989.0,Театральная пл.,2024-06-24 11:28:52,2,9,26,Троллейбус
18430,2024-06-24,15,Прямое,3125,,,36157.0,Пл. Труда. Центральный военно-морской музей,2024-06-24 11:30:45,2,2,19,Троллейбус
18431,2024-06-24,15,Прямое,3125,,,36160.0,8-9-я линии В.О.,2024-06-24 11:33:30,2,2,19,Троллейбус
18432,2024-06-24,15,Прямое,3125,,,36162.0,"8-9-я линии В.О., угол Большого пр. В.О.",2024-06-24 11:35:21,0,2,19,Троллейбус
18433,2024-06-24,15,Прямое,3125,,,28360.0,"8-9-я линии В.О. Ст. метро ""Василеостровская""",2024-06-24 11:36:56,3,6,13,Троллейбус
18434,2024-06-24,15,Прямое,3125,,,28361.0,14-15-я линии В.О.,2024-06-24 11:38:31,2,1,14,Троллейбус
18435,2024-06-24,15,Прямое,3125,,,36165.0,Музей городского наземного транспорта,2024-06-24 11:39:33,2,3,15,Троллейбус
18436,2024-06-24,15,Прямое,3125,,,27168.0,22-23-я линии В.О.,2024-06-24 11:40:40,3,2,14,Троллейбус
18437,2024-06-24,10,Обратное,3125,10_18,,27170.0,28-29-я линии В.О.,2024-06-24 11:43:01,2,3,15,Троллейбус
18438,2024-06-24,15,Прямое,3125,,,36167.0,"Гаванская ул., угол Среднего пр. В.О.",2024-06-24 11:44:36,0,2,14,Троллейбус
18439,2024-06-24,15,Прямое,3125,,,15055.0,"Наличная ул., угол Малого пр. В.О.",2024-06-24 11:49:35,0,3,12,Троллейбус
18440,2024-06-24,10,Обратное,3125,10_19,,16793.0,"Наличная ул., угол ул. Нахимова",2024-06-24 11:51:12,4,0,9,Троллейбус
18441,2024-06-24,10,Обратное,3125,10_19,26.0,15059.0,"Ст. метро ""Приморская""",2024-06-24 11:54:25,1,7,13,Троллейбус
18442,2024-06-24,10,Обратное,3125,10_19,27.0,15063.0,"Универсам ""Гаванский""",2024-06-24 11:55:57,0,4,7,Троллейбус
18443,2024-06-24,10,Обратное,3125,10_19,28.0,15070.0,"Наличная ул., угол Уральской ул.",2024-06-24 11:58:51,1,1,3,Троллейбус
18444,2024-06-24,10,Обратное,3125,10_19,29.0,27084.0,Морская наб.,2024-06-24 12:00:21,0,2,3,Троллейбус
18445,2024-06-24,15,Прямое,3125,,,32014.0,"Наличная ул., по требованию",2024-06-24 12:21:48,1,0,1,Троллейбус
18446,2024-06-24,10,Прямое,3125,10_20,,15667.0,Ул. Кораблестроителей,2024-06-24 12:23:31,1,0,2,Троллейбус
18447,2024-06-24,10,Прямое,3125,10_20,4.0,15671.0,"Универсам ""Гаванский""",2024-06-24 12:24:50,3,0,3,Троллейбус
18448,2024-06-24,10,Прямое,3125,10_20,5.0,14903.0,"Ст. метро ""Приморская""",2024-06-24 12:25:47,2,3,6,Троллейбус
18449,2024-06-24,10,Прямое,3125,10_20,7.0,14906.0,"Наличная ул., угол ул. Нахимова",2024-06-24 12:29:47,1,1,5,Троллейбус
18450,2024-06-24,9,Прямое,3125,9_21,,14910.0,Малый пр. В.О.,2024-06-24 12:32:30,2,1,5,Троллейбус
18451,2024-06-24,15,Прямое,3125,,,36169.0,Шкиперский проток,2024-06-24 12:34:37,3,0,6,Троллейбус
18452,2024-06-24,15,Прямое,3125,,,36166.0,Средний пр. В.О.,2024-06-24 12:36:15,1,0,9,Троллейбус
18453,2024-06-24,15,Прямое,3125,,,27169.0,28-29-я линии В.О.,2024-06-24 12:39:06,0,1,10,Троллейбус
18454,2024-06-24,15,Прямое,3125,,,28354.0,22-23-я линии В.О.,2024-06-24 12:42:25,0,1,9,Троллейбус
18455,2024-06-24,15,Прямое,3125,,,36164.0,Музей городского наземного транспорта,2024-06-24 12:44:20,0,1,8,Троллейбус
18456,2024-06-24,15,Прямое,3125,,,28356.0,12-13-я линии В.О.,2024-06-24 12:46:19,3,1,6,Троллейбус
18457,2024-06-24,15,Прямое,3125,,,36163.0,"8-9-я линии В.О. Ст. метро ""Василеостровская""",2024-06-24 12:47:44,0,1,9,Троллейбус
18458,2024-06-24,15,Прямое,3125,,,36161.0,"8-9-я линии В.О., угол Большого пр. В.О.",2024-06-24 12:50:13,1,0,8,Троллейбус
18459,2024-06-24,15,Прямое,3125,,,36158.0,Пл. Труда. Центральный военно-морской музей,2024-06-24 12:55:56,7,2,9,Троллейбус
18460,2024-06-24,15,Прямое,3125,,,36159.0,Театральная пл.,2024-06-24 12:58:26,1,2,14,Троллейбус
18461,2024-06-24,15,Прямое,3125,,,36155.0,Никольская пл.,2024-06-24 13:00:46,1,0,13,Троллейбус
18462,2024-06-24,15,Прямое,3125,,,36152.0,Вознесенский пр.,2024-06-24 13:04:14,0,1,14,Троллейбус
18463,2024-06-24,15,Прямое,3125,,,36150.0,Сенная пл.,2024-06-24 13:06:01,0,5,13,Троллейбус
18464,2024-06-24,15,Прямое,3125,,,36170.0,"Ст. метро ""Сенная площадь""",2024-06-24 13:08:15,2,2,8,Троллейбус
18465,2024-06-24,15,Прямое,3125,,,15149.0,Садовая ул.,2024-06-24 13:09:40,1,0,8,Троллейбус
18466,2024-06-24,17,Прямое,3125,17_22,,15210.0,Наб. реки Фонтанки,2024-06-24 13:10:32,0,2,9,Троллейбус
18467,2024-06-24,15,Прямое,3125,,,15673.0,"Ст. метро ""Звенигородская""",2024-06-24 13:13:35,2,1,7,Троллейбус
18468,2024-06-24,3,Обратное,3125,3_23,,14902.0,Пять углов,2024-06-24 13:15:11,2,3,8,Троллейбус
18469,2024-06-24,3,Обратное,3125,3_23,11.0,14907.0,Владимирская пл.,2024-06-24 13:16:27,0,3,7,Троллейбус
18470,2024-06-24,15,Прямое,3125,,,14968.0,Литейный пр.,2024-06-24 13:18:21,0,3,4,Троллейбус
